#       r             R(r)          X(r)=rR(r)          Veff
  4.624929e-03   1.570673e+01   7.264248e-02  -1.729756e+03
  4.671410e-03   1.570381e+01   7.335891e-02  -1.712545e+03
  4.718358e-03   1.570086e+01   7.408227e-02  -1.695505e+03
  4.765779e-03   1.569788e+01   7.481262e-02  -1.678634e+03
  4.813675e-03   1.569487e+01   7.555002e-02  -1.661932e+03
  4.862054e-03   1.569183e+01   7.629454e-02  -1.645395e+03
  4.910918e-03   1.568877e+01   7.704626e-02  -1.629023e+03
  4.960274e-03   1.568567e+01   7.780522e-02  -1.612814e+03
  5.010125e-03   1.568254e+01   7.857151e-02  -1.596766e+03
  5.060478e-03   1.567939e+01   7.934518e-02  -1.580878e+03
  5.111337e-03   1.567620e+01   8.012631e-02  -1.565148e+03
  5.162706e-03   1.567298e+01   8.091497e-02  -1.549575e+03
  5.214592e-03   1.566972e+01   8.171122e-02  -1.534156e+03
  5.267000e-03   1.566644e+01   8.251513e-02  -1.518891e+03
  5.319934e-03   1.566312e+01   8.332677e-02  -1.503778e+03
  5.373400e-03   1.565977e+01   8.414622e-02  -1.488815e+03
  5.427404e-03   1.565639e+01   8.497355e-02  -1.474001e+03
  5.481950e-03   1.565297e+01   8.580882e-02  -1.459335e+03
  5.537045e-03   1.564952e+01   8.665212e-02  -1.444814e+03
  5.592693e-03   1.564604e+01   8.750351e-02  -1.430438e+03
  5.648900e-03   1.564252e+01   8.836306e-02  -1.416205e+03
  5.705673e-03   1.563897e+01   8.923086e-02  -1.402113e+03
  5.763016e-03   1.563539e+01   9.010698e-02  -1.388162e+03
  5.820935e-03   1.563176e+01   9.099148e-02  -1.374350e+03
  5.879436e-03   1.562811e+01   9.188446e-02  -1.360675e+03
  5.938526e-03   1.562441e+01   9.278598e-02  -1.347136e+03
  5.998209e-03   1.562068e+01   9.369612e-02  -1.333731e+03
  6.058492e-03   1.561692e+01   9.461497e-02  -1.320461e+03
  6.119381e-03   1.561311e+01   9.554259e-02  -1.307322e+03
  6.180882e-03   1.560927e+01   9.647907e-02  -1.294314e+03
  6.243001e-03   1.560540e+01   9.742449e-02  -1.281435e+03
  6.305744e-03   1.560148e+01   9.837893e-02  -1.268685e+03
  6.369117e-03   1.559753e+01   9.934247e-02  -1.256061e+03
  6.433128e-03   1.559353e+01   1.003152e-01  -1.243563e+03
  6.497782e-03   1.558950e+01   1.012972e-01  -1.231189e+03
  6.563086e-03   1.558543e+01   1.022885e-01  -1.218939e+03
  6.629046e-03   1.558132e+01   1.032893e-01  -1.206810e+03
  6.695669e-03   1.557716e+01   1.042995e-01  -1.194802e+03
  6.762962e-03   1.557297e+01   1.053194e-01  -1.182914e+03
  6.830931e-03   1.556874e+01   1.063490e-01  -1.171144e+03
  6.899583e-03   1.556446e+01   1.073883e-01  -1.159490e+03
  6.968925e-03   1.556015e+01   1.084375e-01  -1.147953e+03
  7.038963e-03   1.555579e+01   1.094966e-01  -1.136531e+03
  7.109706e-03   1.555139e+01   1.105658e-01  -1.125222e+03
  7.181160e-03   1.554694e+01   1.116451e-01  -1.114026e+03
  7.253332e-03   1.554246e+01   1.127346e-01  -1.102941e+03
  7.326229e-03   1.553792e+01   1.138344e-01  -1.091967e+03
  7.399859e-03   1.553335e+01   1.149446e-01  -1.081102e+03
  7.474229e-03   1.552873e+01   1.160653e-01  -1.070345e+03
  7.549346e-03   1.552406e+01   1.171965e-01  -1.059694e+03
  7.625218e-03   1.551935e+01   1.183385e-01  -1.049150e+03
  7.701853e-03   1.551460e+01   1.194911e-01  -1.038711e+03
  7.779258e-03   1.550979e+01   1.206547e-01  -1.028376e+03
  7.857441e-03   1.550494e+01   1.218292e-01  -1.018143e+03
  7.936409e-03   1.550005e+01   1.230147e-01  -1.008013e+03
  8.016171e-03   1.549510e+01   1.242114e-01  -9.979827e+02
  8.096735e-03   1.549011e+01   1.254193e-01  -9.880526e+02
  8.178109e-03   1.548507e+01   1.266386e-01  -9.782213e+02
  8.260300e-03   1.547998e+01   1.278693e-01  -9.684878e+02
  8.343317e-03   1.547484e+01   1.291115e-01  -9.588512e+02
  8.427169e-03   1.546965e+01   1.303654e-01  -9.493105e+02
  8.511864e-03   1.546441e+01   1.316310e-01  -9.398647e+02
  8.597409e-03   1.545912e+01   1.329084e-01  -9.305129e+02
  8.683815e-03   1.545378e+01   1.341977e-01  -9.212541e+02
  8.771089e-03   1.544838e+01   1.354991e-01  -9.120875e+02
  8.859239e-03   1.544294e+01   1.368127e-01  -9.030121e+02
  8.948276e-03   1.543744e+01   1.381385e-01  -8.940269e+02
  9.038208e-03   1.543189e+01   1.394766e-01  -8.851312e+02
  9.129043e-03   1.542628e+01   1.408272e-01  -8.763240e+02
  9.220792e-03   1.542062e+01   1.421903e-01  -8.676044e+02
  9.313462e-03   1.541490e+01   1.435661e-01  -8.589716e+02
  9.407064e-03   1.540913e+01   1.449547e-01  -8.504247e+02
  9.501607e-03   1.540331e+01   1.463562e-01  -8.419629e+02
  9.597100e-03   1.539743e+01   1.477706e-01  -8.335852e+02
  9.693552e-03   1.539149e+01   1.491982e-01  -8.252909e+02
  9.790974e-03   1.538549e+01   1.506389e-01  -8.170791e+02
  9.889375e-03   1.537943e+01   1.520930e-01  -8.089490e+02
  9.988765e-03   1.537332e+01   1.535605e-01  -8.008998e+02
  1.008915e-02   1.536715e+01   1.550415e-01  -7.929308e+02
  1.019055e-02   1.536092e+01   1.565362e-01  -7.850410e+02
  1.029297e-02   1.535463e+01   1.580447e-01  -7.772297e+02
  1.039641e-02   1.534827e+01   1.595670e-01  -7.694961e+02
  1.050090e-02   1.534186e+01   1.611033e-01  -7.618395e+02
  1.060644e-02   1.533539e+01   1.626538e-01  -7.542591e+02
  1.071303e-02   1.532885e+01   1.642184e-01  -7.467541e+02
  1.082070e-02   1.532225e+01   1.657974e-01  -7.393237e+02
  1.092945e-02   1.531558e+01   1.673909e-01  -7.319673e+02
  1.103929e-02   1.530886e+01   1.689989e-01  -7.246841e+02
  1.115024e-02   1.530206e+01   1.706217e-01  -7.174734e+02
  1.126230e-02   1.529521e+01   1.722592e-01  -7.103344e+02
  1.137549e-02   1.528828e+01   1.739117e-01  -7.032665e+02
  1.148981e-02   1.528129e+01   1.755792e-01  -6.962689e+02
  1.160529e-02   1.527424e+01   1.772619e-01  -6.893409e+02
  1.172192e-02   1.526711e+01   1.789599e-01  -6.824818e+02
  1.183973e-02   1.525992e+01   1.806734e-01  -6.756910e+02
  1.195872e-02   1.525266e+01   1.824023e-01  -6.689678e+02
  1.207891e-02   1.524533e+01   1.841469e-01  -6.623114e+02
  1.220030e-02   1.523793e+01   1.859073e-01  -6.557213e+02
  1.232292e-02   1.523046e+01   1.876837e-01  -6.491968e+02
  1.244677e-02   1.522291e+01   1.894760e-01  -6.427372e+02
  1.257186e-02   1.521530e+01   1.912846e-01  -6.363418e+02
  1.269821e-02   1.520761e+01   1.931094e-01  -6.300101e+02
  1.282583e-02   1.519985e+01   1.949506e-01  -6.237414e+02
  1.295473e-02   1.519201e+01   1.968084e-01  -6.175351e+02
  1.308493e-02   1.518410e+01   1.986829e-01  -6.113905e+02
  1.321643e-02   1.517612e+01   2.005741e-01  -6.053071e+02
  1.334926e-02   1.516806e+01   2.024823e-01  -5.992842e+02
  1.348342e-02   1.515992e+01   2.044076e-01  -5.933212e+02
  1.361893e-02   1.515170e+01   2.063500e-01  -5.874176e+02
  1.375581e-02   1.514341e+01   2.083098e-01  -5.815727e+02
  1.389405e-02   1.513504e+01   2.102870e-01  -5.757859e+02
  1.403369e-02   1.512659e+01   2.122819e-01  -5.700567e+02
  1.417473e-02   1.511806e+01   2.142944e-01  -5.643846e+02
  1.431719e-02   1.510944e+01   2.163248e-01  -5.587689e+02
  1.446108e-02   1.510075e+01   2.183732e-01  -5.532090e+02
  1.460642e-02   1.509197e+01   2.204397e-01  -5.477045e+02
  1.475321e-02   1.508311e+01   2.225244e-01  -5.422547e+02
  1.490149e-02   1.507417e+01   2.246276e-01  -5.368592e+02
  1.505125e-02   1.506514e+01   2.267492e-01  -5.315174e+02
  1.520252e-02   1.505603e+01   2.288896e-01  -5.262287e+02
  1.535530e-02   1.504683e+01   2.310487e-01  -5.209926e+02
  1.550963e-02   1.503755e+01   2.332267e-01  -5.158087e+02
  1.566550e-02   1.502817e+01   2.354239e-01  -5.106763e+02
  1.582294e-02   1.501871e+01   2.376402e-01  -5.055950e+02
  1.598197e-02   1.500916e+01   2.398759e-01  -5.005642e+02
  1.614259e-02   1.499952e+01   2.421311e-01  -4.955835e+02
  1.630482e-02   1.498979e+01   2.444059e-01  -4.906524e+02
  1.646869e-02   1.497997e+01   2.467005e-01  -4.857703e+02
  1.663420e-02   1.497006e+01   2.490149e-01  -4.809368e+02
  1.680138e-02   1.496005e+01   2.513494e-01  -4.761514e+02
  1.697023e-02   1.494995e+01   2.537041e-01  -4.714136e+02
  1.714079e-02   1.493975e+01   2.560791e-01  -4.667230e+02
  1.731306e-02   1.492946e+01   2.584746e-01  -4.620790e+02
  1.748706e-02   1.491907e+01   2.608907e-01  -4.574813e+02
  1.766280e-02   1.490859e+01   2.633275e-01  -4.529292e+02
  1.784032e-02   1.489801e+01   2.657852e-01  -4.484225e+02
  1.801962e-02   1.488733e+01   2.682639e-01  -4.439606e+02
  1.820072e-02   1.487655e+01   2.707638e-01  -4.395432e+02
  1.838364e-02   1.486566e+01   2.732850e-01  -4.351696e+02
  1.856839e-02   1.485468e+01   2.758276e-01  -4.308396e+02
  1.875501e-02   1.484360e+01   2.783918e-01  -4.265527e+02
  1.894350e-02   1.483241e+01   2.809778e-01  -4.223084e+02
  1.913389e-02   1.482112e+01   2.835856e-01  -4.181064e+02
  1.932619e-02   1.480972e+01   2.862155e-01  -4.139462e+02
  1.952042e-02   1.479822e+01   2.888675e-01  -4.098273e+02
  1.971660e-02   1.478661e+01   2.915418e-01  -4.057495e+02
  1.991476e-02   1.477490e+01   2.942385e-01  -4.017122e+02
  2.011490e-02   1.476307e+01   2.969578e-01  -3.977151e+02
  2.031706e-02   1.475114e+01   2.996998e-01  -3.937578e+02
  2.052125e-02   1.473910e+01   3.024647e-01  -3.898398e+02
  2.072749e-02   1.472694e+01   3.052526e-01  -3.859608e+02
  2.093581e-02   1.471468e+01   3.080636e-01  -3.821205e+02
  2.114621e-02   1.470230e+01   3.108980e-01  -3.783183e+02
  2.135874e-02   1.468981e+01   3.137557e-01  -3.745540e+02
  2.157340e-02   1.467720e+01   3.166370e-01  -3.708271e+02
  2.179021e-02   1.466447e+01   3.195420e-01  -3.671373e+02
  2.200921e-02   1.465163e+01   3.224709e-01  -3.634842e+02
  2.223040e-02   1.463868e+01   3.254237e-01  -3.598675e+02
  2.245382e-02   1.462560e+01   3.284006e-01  -3.562868e+02
  2.267949e-02   1.461240e+01   3.314019e-01  -3.527416e+02
  2.290742e-02   1.459909e+01   3.344274e-01  -3.492318e+02
  2.313764e-02   1.458565e+01   3.374776e-01  -3.457569e+02
  2.337018e-02   1.457209e+01   3.405524e-01  -3.423166e+02
  2.360506e-02   1.455841e+01   3.436520e-01  -3.389104e+02
  2.384229e-02   1.454460e+01   3.467765e-01  -3.355382e+02
  2.408191e-02   1.453066e+01   3.499261e-01  -3.321996e+02
  2.432394e-02   1.451660e+01   3.531009e-01  -3.288941e+02
  2.456840e-02   1.450241e+01   3.563011e-01  -3.256216e+02
  2.481531e-02   1.448810e+01   3.595267e-01  -3.223816e+02
  2.506471e-02   1.447365e+01   3.627779e-01  -3.191738e+02
  2.531662e-02   1.445908e+01   3.660548e-01  -3.159980e+02
  2.557105e-02   1.444437e+01   3.693577e-01  -3.128538e+02
  2.582805e-02   1.442953e+01   3.726865e-01  -3.097408e+02
  2.608762e-02   1.441455e+01   3.760414e-01  -3.066589e+02
  2.634981e-02   1.439944e+01   3.794225e-01  -3.036075e+02
  2.661463e-02   1.438420e+01   3.828300e-01  -3.005866e+02
  2.688211e-02   1.436882e+01   3.862641e-01  -2.975957e+02
  2.715228e-02   1.435330e+01   3.897247e-01  -2.946346e+02
  2.742516e-02   1.433764e+01   3.932120e-01  -2.917029e+02
  2.770079e-02   1.432184e+01   3.967262e-01  -2.888004e+02
  2.797919e-02   1.430590e+01   4.002674e-01  -2.859268e+02
  2.826038e-02   1.428982e+01   4.038357e-01  -2.830818e+02
  2.854440e-02   1.427359e+01   4.074312e-01  -2.802651e+02
  2.883128e-02   1.425722e+01   4.110540e-01  -2.774764e+02
  2.912104e-02   1.424071e+01   4.147042e-01  -2.747155e+02
  2.941371e-02   1.422405e+01   4.183820e-01  -2.719820e+02
  2.970932e-02   1.420724e+01   4.220874e-01  -2.692757e+02
  3.000791e-02   1.419028e+01   4.258205e-01  -2.665964e+02
  3.030949e-02   1.417317e+01   4.295816e-01  -2.639437e+02
  3.061411e-02   1.415591e+01   4.333706e-01  -2.613174e+02
  3.092178e-02   1.413850e+01   4.371876e-01  -2.587173e+02
  3.123255e-02   1.412094e+01   4.410329e-01  -2.561430e+02
  3.154645e-02   1.410322e+01   4.449064e-01  -2.535943e+02
  3.186349e-02   1.408534e+01   4.488082e-01  -2.510710e+02
  3.218373e-02   1.406731e+01   4.527385e-01  -2.485728e+02
  3.250718e-02   1.404912e+01   4.566974e-01  -2.460995e+02
  3.283388e-02   1.403078e+01   4.606848e-01  -2.436508e+02
  3.316387e-02   1.401227e+01   4.647010e-01  -2.412264e+02
  3.349717e-02   1.399360e+01   4.687460e-01  -2.388262e+02
  3.383382e-02   1.397477e+01   4.728198e-01  -2.364498e+02
  3.417386e-02   1.395577e+01   4.769226e-01  -2.340971e+02
  3.451731e-02   1.393661e+01   4.810544e-01  -2.317678e+02
  3.486421e-02   1.391729e+01   4.852153e-01  -2.294616e+02
  3.521461e-02   1.389780e+01   4.894054e-01  -2.271785e+02
  3.556852e-02   1.387814e+01   4.936247e-01  -2.249180e+02
  3.592599e-02   1.385831e+01   4.978733e-01  -2.226800e+02
  3.628705e-02   1.383831e+01   5.021513e-01  -2.204643e+02
  3.665174e-02   1.381813e+01   5.064586e-01  -2.182707e+02
  3.702010e-02   1.379779e+01   5.107955e-01  -2.160988e+02
  3.739215e-02   1.377727e+01   5.151618e-01  -2.139486e+02
  3.776795e-02   1.375658e+01   5.195577e-01  -2.118198e+02
  3.814753e-02   1.373570e+01   5.239832e-01  -2.097122e+02
  3.853092e-02   1.371466e+01   5.284383e-01  -2.076255e+02
  3.891816e-02   1.369343e+01   5.329230e-01  -2.055596e+02
  3.930929e-02   1.367202e+01   5.374375e-01  -2.035142e+02
  3.970436e-02   1.365043e+01   5.419817e-01  -2.014892e+02
  4.010339e-02   1.362866e+01   5.465556e-01  -1.994844e+02
  4.050644e-02   1.360671e+01   5.511593e-01  -1.974995e+02
  4.091353e-02   1.358457e+01   5.557928e-01  -1.955343e+02
  4.132472e-02   1.356225e+01   5.604560e-01  -1.935887e+02
  4.174004e-02   1.353973e+01   5.651490e-01  -1.916625e+02
  4.215954e-02   1.351703e+01   5.698718e-01  -1.897554e+02
  4.258325e-02   1.349414e+01   5.746244e-01  -1.878673e+02
  4.301122e-02   1.347106e+01   5.794068e-01  -1.859980e+02
  4.344349e-02   1.344779e+01   5.842189e-01  -1.841473e+02
  4.388010e-02   1.342432e+01   5.890607e-01  -1.823150e+02
  4.432110e-02   1.340066e+01   5.939322e-01  -1.805009e+02
  4.476654e-02   1.337681e+01   5.988334e-01  -1.787049e+02
  4.521645e-02   1.335276e+01   6.037643e-01  -1.769268e+02
  4.567088e-02   1.332851e+01   6.087247e-01  -1.751663e+02
  4.612988e-02   1.330406e+01   6.137147e-01  -1.734234e+02
  4.659349e-02   1.327941e+01   6.187341e-01  -1.716978e+02
  4.706177e-02   1.325456e+01   6.237830e-01  -1.699894e+02
  4.753475e-02   1.322951e+01   6.288613e-01  -1.682979e+02
  4.801248e-02   1.320425e+01   6.339688e-01  -1.666234e+02
  4.849501e-02   1.317879e+01   6.391055e-01  -1.649654e+02
  4.898239e-02   1.315312e+01   6.442714e-01  -1.633240e+02
  4.947467e-02   1.312725e+01   6.494663e-01  -1.616989e+02
  4.997190e-02   1.310116e+01   6.546901e-01  -1.600900e+02
  5.047413e-02   1.307487e+01   6.599428e-01  -1.584970e+02
  5.098140e-02   1.304837e+01   6.652241e-01  -1.569200e+02
  5.149377e-02   1.302165e+01   6.705341e-01  -1.553586e+02
  5.201130e-02   1.299473e+01   6.758725e-01  -1.538127e+02
  5.253402e-02   1.296758e+01   6.812393e-01  -1.522823e+02
  5.306199e-02   1.294023e+01   6.866342e-01  -1.507670e+02
  5.359528e-02   1.291265e+01   6.920572e-01  -1.492669e+02
  5.413392e-02   1.288486e+01   6.975080e-01  -1.477817e+02
  5.467797e-02   1.285685e+01   7.029865e-01  -1.463112e+02
  5.522749e-02   1.282862e+01   7.084926e-01  -1.448554e+02
  5.578254e-02   1.280017e+01   7.140261e-01  -1.434141e+02
  5.634316e-02   1.277150e+01   7.195867e-01  -1.419871e+02
  5.690942e-02   1.274260e+01   7.251742e-01  -1.405743e+02
  5.748137e-02   1.271348e+01   7.307885e-01  -1.391755e+02
  5.805907e-02   1.268414e+01   7.364294e-01  -1.377907e+02
  5.864257e-02   1.265457e+01   7.420965e-01  -1.364197e+02
  5.923194e-02   1.262477e+01   7.477898e-01  -1.350623e+02
  5.982723e-02   1.259475e+01   7.535088e-01  -1.337184e+02
  6.042850e-02   1.256449e+01   7.592534e-01  -1.323879e+02
  6.103582e-02   1.253401e+01   7.650234e-01  -1.310706e+02
  6.164924e-02   1.250329e+01   7.708183e-01  -1.297664e+02
  6.226883e-02   1.247234e+01   7.766380e-01  -1.284752e+02
  6.289464e-02   1.244116e+01   7.824821e-01  -1.271969e+02
  6.352674e-02   1.240974e+01   7.883504e-01  -1.259312e+02
  6.416519e-02   1.237809e+01   7.942425e-01  -1.246782e+02
  6.481007e-02   1.234620e+01   8.001581e-01  -1.234376e+02
  6.546142e-02   1.231408e+01   8.060969e-01  -1.222094e+02
  6.611932e-02   1.228171e+01   8.120585e-01  -1.209934e+02
  6.678383e-02   1.224911e+01   8.180425e-01  -1.197895e+02
  6.745501e-02   1.221627e+01   8.240487e-01  -1.185976e+02
  6.813295e-02   1.218319e+01   8.300765e-01  -1.174175e+02
  6.881770e-02   1.214986e+01   8.361256e-01  -1.162492e+02
  6.950933e-02   1.211630e+01   8.421956e-01  -1.150925e+02
  7.020791e-02   1.208249e+01   8.482861e-01  -1.139473e+02
  7.091351e-02   1.204843e+01   8.543967e-01  -1.128135e+02
  7.162620e-02   1.201414e+01   8.605269e-01  -1.116910e+02
  7.234605e-02   1.197959e+01   8.666762e-01  -1.105796e+02
  7.307314e-02   1.194480e+01   8.728442e-01  -1.094793e+02
  7.380754e-02   1.190976e+01   8.790304e-01  -1.083900e+02
  7.454932e-02   1.187448e+01   8.852343e-01  -1.073115e+02
  7.529855e-02   1.183894e+01   8.914554e-01  -1.062437e+02
  7.605532e-02   1.180316e+01   8.976932e-01  -1.051866e+02
  7.681968e-02   1.176713e+01   9.039472e-01  -1.041400e+02
  7.759174e-02   1.173085e+01   9.102167e-01  -1.031038e+02
  7.837155e-02   1.169431e+01   9.165013e-01  -1.020779e+02
  7.915919e-02   1.165753e+01   9.228003e-01  -1.010622e+02
  7.995476e-02   1.162049e+01   9.291132e-01  -1.000566e+02
  8.075831e-02   1.158320e+01   9.354394e-01  -9.906101e+01
  8.156995e-02   1.154565e+01   9.417783e-01  -9.807533e+01
  8.238974e-02   1.150785e+01   9.481291e-01  -9.709947e+01
  8.321777e-02   1.146980e+01   9.544913e-01  -9.613331e+01
  8.405412e-02   1.143149e+01   9.608643e-01  -9.517677e+01
  8.489888e-02   1.139293e+01   9.672472e-01  -9.422975e+01
  8.575213e-02   1.135411e+01   9.736395e-01  -9.329214e+01
  8.661395e-02   1.131504e+01   9.800404e-01  -9.236387e+01
  8.748444e-02   1.127571e+01   9.864493e-01  -9.144484e+01
  8.836367e-02   1.123613e+01   9.928653e-01  -9.053494e+01
  8.925174e-02   1.119628e+01   9.992877e-01  -8.963411e+01
  9.014874e-02   1.115618e+01   1.005716e+00  -8.874223e+01
  9.105474e-02   1.111582e+01   1.012149e+00  -8.785923e+01
  9.196986e-02   1.107521e+01   1.018586e+00  -8.698502e+01
  9.289417e-02   1.103434e+01   1.025026e+00  -8.611950e+01
  9.382777e-02   1.099321e+01   1.031468e+00  -8.526260e+01
  9.477076e-02   1.095182e+01   1.037912e+00  -8.441422e+01
  9.572322e-02   1.091017e+01   1.044357e+00  -8.357429e+01
  9.668526e-02   1.086827e+01   1.050802e+00  -8.274271e+01
  9.765696e-02   1.082611e+01   1.057245e+00  -8.191941e+01
  9.863843e-02   1.078369e+01   1.063686e+00  -8.110429e+01
  9.962976e-02   1.074102e+01   1.070125e+00  -8.029729e+01
  1.006311e-01   1.069808e+01   1.076559e+00  -7.949832e+01
  1.016424e-01   1.065489e+01   1.082989e+00  -7.870730e+01
  1.026639e-01   1.061144e+01   1.089413e+00  -7.792415e+01
  1.036957e-01   1.056774e+01   1.095829e+00  -7.714879e+01
  1.047379e-01   1.052378e+01   1.102238e+00  -7.638115e+01
  1.057905e-01   1.047956e+01   1.108638e+00  -7.562114e+01
  1.068537e-01   1.043509e+01   1.115028e+00  -7.486870e+01
  1.079276e-01   1.039036e+01   1.121407e+00  -7.412374e+01
  1.090123e-01   1.034537e+01   1.127773e+00  -7.338620e+01
  1.101079e-01   1.030014e+01   1.134126e+00  -7.265599e+01
  1.112145e-01   1.025464e+01   1.140465e+00  -7.193306e+01
  1.123322e-01   1.020890e+01   1.146788e+00  -7.121731e+01
  1.134612e-01   1.016290e+01   1.153095e+00  -7.050869e+01
  1.146015e-01   1.011665e+01   1.159383e+00  -6.980711e+01
  1.157533e-01   1.007015e+01   1.165653e+00  -6.911252e+01
  1.169166e-01   1.002340e+01   1.171902e+00  -6.842484e+01
  1.180916e-01   9.976399e+00   1.178129e+00  -6.774400e+01
  1.192785e-01   9.929149e+00   1.184334e+00  -6.706994e+01
  1.204772e-01   9.881652e+00   1.190514e+00  -6.640258e+01
  1.216881e-01   9.833909e+00   1.196669e+00  -6.574186e+01
  1.229110e-01   9.785919e+00   1.202798e+00  -6.508772e+01
  1.241463e-01   9.737685e+00   1.208898e+00  -6.444009e+01
  1.253940e-01   9.689208e+00   1.214969e+00  -6.379890e+01
  1.266542e-01   9.640488e+00   1.221009e+00  -6.316409e+01
  1.279271e-01   9.591527e+00   1.227017e+00  -6.253559e+01
  1.292128e-01   9.542327e+00   1.232991e+00  -6.191335e+01
  1.305114e-01   9.492889e+00   1.238931e+00  -6.129731e+01
  1.318231e-01   9.443213e+00   1.244834e+00  -6.068739e+01
  1.331480e-01   9.393302e+00   1.250699e+00  -6.008354e+01
  1.344861e-01   9.343158e+00   1.256525e+00  -5.948570e+01
  1.358377e-01   9.292781e+00   1.262310e+00  -5.889380e+01
  1.372029e-01   9.242174e+00   1.268053e+00  -5.830780e+01
  1.385818e-01   9.191337e+00   1.273752e+00  -5.772763e+01
  1.399746e-01   9.140274e+00   1.279406e+00  -5.715323e+01
  1.413814e-01   9.088985e+00   1.285013e+00  -5.658455e+01
  1.428023e-01   9.037474e+00   1.290572e+00  -5.602152e+01
  1.442375e-01   8.985740e+00   1.296080e+00  -5.546410e+01
  1.456871e-01   8.933788e+00   1.301537e+00  -5.491222e+01
  1.471512e-01   8.881618e+00   1.306941e+00  -5.436583e+01
  1.486301e-01   8.829233e+00   1.312290e+00  -5.382488e+01
  1.501239e-01   8.776636e+00   1.317583e+00  -5.328932e+01
  1.516327e-01   8.723827e+00   1.322817e+00  -5.275908e+01
  1.531566e-01   8.670811e+00   1.327992e+00  -5.223412e+01
  1.546958e-01   8.617589e+00   1.333105e+00  -5.171438e+01
  1.562506e-01   8.564163e+00   1.338155e+00  -5.119981e+01
  1.578209e-01   8.510537e+00   1.343141e+00  -5.069037e+01
  1.594070e-01   8.456713e+00   1.348060e+00  -5.018599e+01
  1.610091e-01   8.402693e+00   1.352910e+00  -4.968663e+01
  1.626273e-01   8.348481e+00   1.357691e+00  -4.919224e+01
  1.642617e-01   8.294079e+00   1.362400e+00  -4.870277e+01
  1.659126e-01   8.239490e+00   1.367035e+00  -4.821817e+01
  1.675800e-01   8.184717e+00   1.371595e+00  -4.773839e+01
  1.692642e-01   8.129764e+00   1.376078e+00  -4.726339e+01
  1.709654e-01   8.074632e+00   1.380482e+00  -4.679311e+01
  1.726836e-01   8.019326e+00   1.384806e+00  -4.632751e+01
  1.744191e-01   7.963849e+00   1.389047e+00  -4.586654e+01
  1.761720e-01   7.908203e+00   1.393204e+00  -4.541016e+01
  1.779426e-01   7.852394e+00   1.397275e+00  -4.495832e+01
  1.797309e-01   7.796423e+00   1.401258e+00  -4.451098e+01
  1.815373e-01   7.740294e+00   1.405152e+00  -4.406809e+01
  1.833617e-01   7.684012e+00   1.408954e+00  -4.362960e+01
  1.852046e-01   7.627579e+00   1.412662e+00  -4.319548e+01
  1.870659e-01   7.571000e+00   1.416276e+00  -4.276568e+01
  1.889459e-01   7.514278e+00   1.419792e+00  -4.234015e+01
  1.908449e-01   7.457418e+00   1.423210e+00  -4.191886e+01
  1.927629e-01   7.400423e+00   1.426527e+00  -4.150176e+01
  1.947002e-01   7.343297e+00   1.429741e+00  -4.108881e+01
  1.966570e-01   7.286045e+00   1.432851e+00  -4.067997e+01
  1.986334e-01   7.228670e+00   1.435855e+00  -4.027520e+01
  2.006297e-01   7.171178e+00   1.438751e+00  -3.987446e+01
  2.026461e-01   7.113572e+00   1.441537e+00  -3.947770e+01
  2.046827e-01   7.055856e+00   1.444212e+00  -3.908489e+01
  2.067398e-01   6.998036e+00   1.446773e+00  -3.869599e+01
  2.088176e-01   6.940116e+00   1.449218e+00  -3.831096e+01
  2.109162e-01   6.882100e+00   1.451547e+00  -3.792976e+01
  2.130359e-01   6.823994e+00   1.453756e+00  -3.755235e+01
  2.151770e-01   6.765802e+00   1.455845e+00  -3.717870e+01
  2.173396e-01   6.707528e+00   1.457811e+00  -3.680876e+01
  2.195239e-01   6.649178e+00   1.459653e+00  -3.644251e+01
  2.217301e-01   6.590757e+00   1.461369e+00  -3.607990e+01
  2.239585e-01   6.532271e+00   1.462958e+00  -3.572090e+01
  2.262094e-01   6.473723e+00   1.464417e+00  -3.536547e+01
  2.284828e-01   6.415119e+00   1.465744e+00  -3.501358e+01
  2.307791e-01   6.356465e+00   1.466939e+00  -3.466519e+01
  2.330985e-01   6.297766e+00   1.467999e+00  -3.432026e+01
  2.354411e-01   6.239027e+00   1.468924e+00  -3.397877e+01
  2.378074e-01   6.180254e+00   1.469710e+00  -3.364068e+01
  2.401974e-01   6.121452e+00   1.470357e+00  -3.330594e+01
  2.426114e-01   6.062627e+00   1.470862e+00  -3.297455e+01
  2.450497e-01   6.003785e+00   1.471225e+00  -3.264644e+01
  2.475125e-01   5.944931e+00   1.471444e+00  -3.232161e+01
  2.500000e-01   5.886071e+00   1.471518e+00  -3.200000e+01
  2.525125e-01   5.827211e+00   1.471444e+00  -3.168159e+01
  2.550503e-01   5.768358e+00   1.471222e+00  -3.136636e+01
  2.576136e-01   5.709516e+00   1.470849e+00  -3.105426e+01
  2.602027e-01   5.650692e+00   1.470325e+00  -3.074526e+01
  2.628178e-01   5.591892e+00   1.469649e+00  -3.043934e+01
  2.654591e-01   5.533122e+00   1.468818e+00  -3.013647e+01
  2.681270e-01   5.474388e+00   1.467832e+00  -2.983660e+01
  2.708218e-01   5.415697e+00   1.466689e+00  -2.953972e+01
  2.735436e-01   5.357055e+00   1.465388e+00  -2.924580e+01
  2.762927e-01   5.298468e+00   1.463928e+00  -2.895480e+01
  2.790695e-01   5.239943e+00   1.462308e+00  -2.866669e+01
