#       r             R(r)          X(r)=rR(r)          Veff
  2.818742e-01   5.181486e+00   1.460527e+00  -2.838145e+01
  2.847071e-01   5.123103e+00   1.458584e+00  -2.809905e+01
  2.875684e-01   5.064801e+00   1.456477e+00  -2.781946e+01
  2.904586e-01   5.006587e+00   1.454206e+00  -2.754266e+01
  2.933777e-01   4.948467e+00   1.451770e+00  -2.726860e+01
  2.963262e-01   4.890448e+00   1.449168e+00  -2.699727e+01
  2.993043e-01   4.832536e+00   1.446399e+00  -2.672865e+01
  3.023124e-01   4.774738e+00   1.443463e+00  -2.646269e+01
  3.053507e-01   4.717061e+00   1.440358e+00  -2.619938e+01
  3.084195e-01   4.659512e+00   1.437084e+00  -2.593870e+01
  3.115192e-01   4.602097e+00   1.433641e+00  -2.568060e+01
  3.146500e-01   4.544823e+00   1.430028e+00  -2.542508e+01
  3.178123e-01   4.487697e+00   1.426245e+00  -2.517209e+01
  3.210064e-01   4.430725e+00   1.422291e+00  -2.492163e+01
  3.242325e-01   4.373916e+00   1.418166e+00  -2.467365e+01
  3.274911e-01   4.317274e+00   1.413869e+00  -2.442814e+01
  3.307825e-01   4.260808e+00   1.409401e+00  -2.418508e+01
  3.341069e-01   4.204525e+00   1.404761e+00  -2.394443e+01
  3.374647e-01   4.148430e+00   1.399949e+00  -2.370618e+01
  3.408563e-01   4.092531e+00   1.394965e+00  -2.347030e+01
  3.442819e-01   4.036835e+00   1.389809e+00  -2.323677e+01
  3.477420e-01   3.981349e+00   1.384482e+00  -2.300556e+01
  3.512369e-01   3.926079e+00   1.378984e+00  -2.277665e+01
  3.547669e-01   3.871032e+00   1.373314e+00  -2.255002e+01
  3.583324e-01   3.816216e+00   1.367474e+00  -2.232564e+01
  3.619337e-01   3.761637e+00   1.361463e+00  -2.210350e+01
  3.655711e-01   3.707301e+00   1.355282e+00  -2.188357e+01
  3.692452e-01   3.653216e+00   1.348933e+00  -2.166582e+01
  3.729562e-01   3.599389e+00   1.342414e+00  -2.145024e+01
  3.767044e-01   3.545825e+00   1.335728e+00  -2.123681e+01
  3.804904e-01   3.492533e+00   1.328875e+00  -2.102550e+01
  3.843144e-01   3.439517e+00   1.321856e+00  -2.081629e+01
  3.881768e-01   3.386786e+00   1.314672e+00  -2.060917e+01
  3.920780e-01   3.334346e+00   1.307324e+00  -2.040410e+01
  3.960185e-01   3.282203e+00   1.299813e+00  -2.020108e+01
  3.999985e-01   3.230363e+00   1.292141e+00  -2.000007e+01
  4.040186e-01   3.178834e+00   1.284308e+00  -1.980107e+01
  4.080791e-01   3.127621e+00   1.276316e+00  -1.960404e+01
  4.121803e-01   3.076730e+00   1.268168e+00  -1.940898e+01
  4.163228e-01   3.026169e+00   1.259863e+00  -1.921586e+01
  4.205069e-01   2.975943e+00   1.251405e+00  -1.902466e+01
  4.247331e-01   2.926059e+00   1.242794e+00  -1.883536e+01
  4.290017e-01   2.876522e+00   1.234033e+00  -1.864794e+01
  4.333133e-01   2.827338e+00   1.225123e+00  -1.846239e+01
  4.376681e-01   2.778514e+00   1.216067e+00  -1.827869e+01
  4.420668e-01   2.730055e+00   1.206866e+00  -1.809681e+01
  4.465096e-01   2.681966e+00   1.197524e+00  -1.791675e+01
  4.509971e-01   2.634255e+00   1.188041e+00  -1.773847e+01
  4.555297e-01   2.586925e+00   1.178421e+00  -1.756197e+01
  4.601078e-01   2.539983e+00   1.168666e+00  -1.738723e+01
  4.647320e-01   2.493434e+00   1.158778e+00  -1.721422e+01
  4.694026e-01   2.447282e+00   1.148761e+00  -1.704294e+01
  4.741202e-01   2.401534e+00   1.138616e+00  -1.687336e+01
  4.788852e-01   2.356195e+00   1.128347e+00  -1.670546e+01
  4.836981e-01   2.311268e+00   1.117956e+00  -1.653924e+01
  4.885593e-01   2.266760e+00   1.107447e+00  -1.637467e+01
  4.934694e-01   2.222674e+00   1.096822e+00  -1.621174e+01
  4.984289e-01   2.179016e+00   1.086084e+00  -1.605043e+01
  5.034382e-01   2.135789e+00   1.075238e+00  -1.589073e+01
  5.084978e-01   2.092998e+00   1.064285e+00  -1.573261e+01
  5.136083e-01   2.050647e+00   1.053229e+00  -1.557607e+01
  5.187702e-01   2.008741e+00   1.042075e+00  -1.542109e+01
  5.239839e-01   1.967283e+00   1.030824e+00  -1.526765e+01
  5.292500e-01   1.926276e+00   1.019482e+00  -1.511573e+01
  5.345691e-01   1.885725e+00   1.008050e+00  -1.496533e+01
  5.399416e-01   1.845633e+00   9.965341e-01  -1.481642e+01
  5.453681e-01   1.806004e+00   9.849367e-01  -1.466899e+01
  5.508491e-01   1.766839e+00   9.732619e-01  -1.452303e+01
  5.563852e-01   1.728144e+00   9.615136e-01  -1.437853e+01
  5.619770e-01   1.689919e+00   9.496957e-01  -1.423546e+01
  5.676250e-01   1.652169e+00   9.378123e-01  -1.409381e+01
  5.733297e-01   1.614895e+00   9.258673e-01  -1.395358e+01
  5.790917e-01   1.578100e+00   9.138648e-01  -1.381474e+01
  5.849117e-01   1.541787e+00   9.018090e-01  -1.367728e+01
  5.907902e-01   1.505956e+00   8.897041e-01  -1.354119e+01
  5.967277e-01   1.470611e+00   8.775543e-01  -1.340645e+01
  6.027249e-01   1.435752e+00   8.653637e-01  -1.327305e+01
  6.087824e-01   1.401382e+00   8.531369e-01  -1.314098e+01
  6.149008e-01   1.367502e+00   8.408780e-01  -1.301023e+01
  6.210806e-01   1.334112e+00   8.285914e-01  -1.288078e+01
  6.273226e-01   1.301215e+00   8.162815e-01  -1.275261e+01
  6.336273e-01   1.268810e+00   8.039527e-01  -1.262572e+01
  6.399954e-01   1.236899e+00   7.916095e-01  -1.250009e+01
  6.464274e-01   1.205481e+00   7.792563e-01  -1.237571e+01
  6.529241e-01   1.174558e+00   7.668975e-01  -1.225257e+01
  6.594861e-01   1.144130e+00   7.545377e-01  -1.213066e+01
  6.661141e-01   1.114195e+00   7.421812e-01  -1.200996e+01
  6.728086e-01   1.084755e+00   7.298326e-01  -1.189045e+01
  6.795705e-01   1.055809e+00   7.174963e-01  -1.177214e+01
  6.864003e-01   1.027355e+00   7.051769e-01  -1.165501e+01
  6.932987e-01   9.993941e-01   6.928786e-01  -1.153904e+01
  7.002665e-01   9.719245e-01   6.806062e-01  -1.142422e+01
  7.073043e-01   9.449452e-01   6.683638e-01  -1.131055e+01
  7.144128e-01   9.184550e-01   6.561560e-01  -1.119801e+01
  7.215927e-01   8.924523e-01   6.439871e-01  -1.108659e+01
  7.288449e-01   8.669354e-01   6.318614e-01  -1.097627e+01
  7.361699e-01   8.419027e-01   6.197834e-01  -1.086706e+01
  7.435685e-01   8.173521e-01   6.077573e-01  -1.075893e+01
  7.510415e-01   7.932814e-01   5.957872e-01  -1.065187e+01
  7.585896e-01   7.696883e-01   5.838775e-01  -1.054589e+01
  7.662136e-01   7.465703e-01   5.720323e-01  -1.044095e+01
  7.739141e-01   7.239248e-01   5.602556e-01  -1.033706e+01
  7.816921e-01   7.017489e-01   5.485516e-01  -1.023421e+01
  7.895482e-01   6.800396e-01   5.369241e-01  -1.013238e+01
  7.974833e-01   6.587939e-01   5.253771e-01  -1.003156e+01
  8.054982e-01   6.380083e-01   5.139145e-01  -9.931742e+00
  8.135936e-01   6.176796e-01   5.025401e-01  -9.832920e+00
  8.217703e-01   5.978039e-01   4.912575e-01  -9.735080e+00
  8.300292e-01   5.783777e-01   4.800704e-01  -9.638215e+00
  8.383712e-01   5.593970e-01   4.689823e-01  -9.542313e+00
  8.467969e-01   5.408577e-01   4.579967e-01  -9.447365e+00
  8.553074e-01   5.227558e-01   4.471169e-01  -9.353362e+00
  8.639034e-01   5.050869e-01   4.363463e-01  -9.260295e+00
  8.725857e-01   4.878466e-01   4.256880e-01  -9.168153e+00
  8.813554e-01   4.710303e-01   4.151451e-01  -9.076929e+00
  8.902131e-01   4.546334e-01   4.047207e-01  -8.986612e+00
  8.991599e-01   4.386511e-01   3.944175e-01  -8.897194e+00
  9.081966e-01   4.230784e-01   3.842384e-01  -8.808665e+00
  9.173242e-01   4.079103e-01   3.741860e-01  -8.721017e+00
  9.265434e-01   3.931418e-01   3.642629e-01  -8.634242e+00
  9.358553e-01   3.787675e-01   3.544716e-01  -8.548330e+00
  9.452608e-01   3.647823e-01   3.448144e-01  -8.463272e+00
  9.547609e-01   3.511806e-01   3.352935e-01  -8.379061e+00
  9.643564e-01   3.379569e-01   3.259109e-01  -8.295688e+00
  9.740483e-01   3.251058e-01   3.166688e-01  -8.213145e+00
  9.838377e-01   3.126215e-01   3.075688e-01  -8.131423e+00
  9.937254e-01   3.004984e-01   2.986129e-01  -8.050514e+00
  1.003713e+00   2.887306e-01   2.898025e-01  -7.970410e+00
  1.013800e+00   2.773122e-01   2.811391e-01  -7.891103e+00
  1.023989e+00   2.662375e-01   2.726242e-01  -7.812585e+00
  1.034280e+00   2.555003e-01   2.642589e-01  -7.734849e+00
  1.044675e+00   2.450947e-01   2.560443e-01  -7.657886e+00
  1.055174e+00   2.350147e-01   2.479814e-01  -7.581688e+00
  1.065779e+00   2.252542e-01   2.400711e-01  -7.506249e+00
  1.076490e+00   2.158070e-01   2.323140e-01  -7.431561e+00
  1.087309e+00   2.066670e-01   2.247109e-01  -7.357616e+00
  1.098236e+00   1.978281e-01   2.172620e-01  -7.284406e+00
  1.109274e+00   1.892840e-01   2.099678e-01  -7.211925e+00
  1.120422e+00   1.810286e-01   2.028285e-01  -7.140165e+00
  1.131683e+00   1.730556e-01   1.958441e-01  -7.069119e+00
  1.143056e+00   1.653590e-01   1.890146e-01  -6.998780e+00
  1.154544e+00   1.579324e-01   1.823400e-01  -6.929141e+00
  1.166148e+00   1.507697e-01   1.758198e-01  -6.860195e+00
  1.177868e+00   1.438648e-01   1.694537e-01  -6.791935e+00
  1.189705e+00   1.372114e-01   1.632411e-01  -6.724354e+00
  1.201662e+00   1.308034e-01   1.571815e-01  -6.657446e+00
  1.213739e+00   1.246348e-01   1.512742e-01  -6.591203e+00
  1.225937e+00   1.186995e-01   1.455181e-01  -6.525620e+00
  1.238258e+00   1.129914e-01   1.399125e-01  -6.460689e+00
  1.250703e+00   1.075045e-01   1.344562e-01  -6.396404e+00
  1.263273e+00   1.022329e-01   1.291480e-01  -6.332758e+00
  1.275969e+00   9.717071e-02   1.239868e-01  -6.269746e+00
  1.288792e+00   9.231203e-02   1.189710e-01  -6.207361e+00
  1.301745e+00   8.765110e-02   1.140994e-01  -6.145597e+00
  1.314828e+00   8.318218e-02   1.093702e-01  -6.084447e+00
  1.328042e+00   7.889960e-02   1.047820e-01  -6.023906e+00
  1.341389e+00   7.479777e-02   1.003329e-01  -5.963967e+00
  1.354870e+00   7.087114e-02   9.602119e-02  -5.904625e+00
  1.368487e+00   6.711426e-02   9.184499e-02  -5.845873e+00
  1.382240e+00   6.352176e-02   8.780234e-02  -5.787705e+00
  1.396132e+00   6.008832e-02   8.389124e-02  -5.730117e+00
  1.410163e+00   5.680873e-02   8.010960e-02  -5.673101e+00
  1.424336e+00   5.367786e-02   7.645530e-02  -5.616653e+00
  1.438651e+00   5.069064e-02   7.292613e-02  -5.560766e+00
  1.453109e+00   4.784213e-02   6.951984e-02  -5.505436e+00
  1.467713e+00   4.512745e-02   6.623416e-02  -5.450656e+00
  1.482464e+00   4.254182e-02   6.306672e-02  -5.396421e+00
  1.497363e+00   4.008056e-02   6.001516e-02  -5.342725e+00
  1.512412e+00   3.773909e-02   5.707705e-02  -5.289564e+00
  1.527612e+00   3.551292e-02   5.424996e-02  -5.236932e+00
  1.542965e+00   3.339765e-02   5.153139e-02  -5.184824e+00
  1.558472e+00   3.138899e-02   4.891886e-02  -5.133234e+00
  1.574135e+00   2.948276e-02   4.640983e-02  -5.082158e+00
  1.589955e+00   2.767486e-02   4.400178e-02  -5.031589e+00
  1.605934e+00   2.596131e-02   4.169215e-02  -4.981524e+00
  1.622074e+00   2.433821e-02   3.947838e-02  -4.931957e+00
  1.638376e+00   2.280179e-02   3.735791e-02  -4.882883e+00
  1.654842e+00   2.134837e-02   3.532818e-02  -4.834298e+00
  1.671474e+00   1.997436e-02   3.338662e-02  -4.786196e+00
  1.688272e+00   1.867630e-02   3.153067e-02  -4.738572e+00
  1.705240e+00   1.745080e-02   2.975780e-02  -4.691423e+00
  1.722378e+00   1.629460e-02   2.806545e-02  -4.644742e+00
  1.739688e+00   1.520452e-02   2.645112e-02  -4.598526e+00
  1.757172e+00   1.417750e-02   2.491231e-02  -4.552770e+00
  1.774832e+00   1.321057e-02   2.344653e-02  -4.507469e+00
  1.792669e+00   1.230084e-02   2.205134e-02  -4.462619e+00
  1.810686e+00   1.144555e-02   2.072429e-02  -4.418216e+00
  1.828883e+00   1.064202e-02   1.946301e-02  -4.374254e+00
  1.847264e+00   9.887664e-03   1.826513e-02  -4.330729e+00
  1.865829e+00   9.179995e-03   1.712830e-02  -4.287638e+00
  1.884581e+00   8.516616e-03   1.605025e-02  -4.244975e+00
  1.903522e+00   7.895221e-03   1.502872e-02  -4.202737e+00
  1.922652e+00   7.313594e-03   1.406150e-02  -4.160919e+00
  1.941975e+00   6.769606e-03   1.314641e-02  -4.119517e+00
  1.961492e+00   6.261215e-03   1.228133e-02  -4.078527e+00
  1.981206e+00   5.786461e-03   1.146417e-02  -4.037945e+00
  2.001117e+00   5.343469e-03   1.069291e-02  -3.997767e+00
  2.021229e+00   4.930443e-03   9.965553e-03  -3.957988e+00
  2.041542e+00   4.545665e-03   9.280169e-03  -3.918606e+00
  2.062060e+00   4.187495e-03   8.634867e-03  -3.879615e+00
  2.082784e+00   3.854366e-03   8.027813e-03  -3.841012e+00
  2.103717e+00   3.544784e-03   7.457221e-03  -3.802793e+00
  2.124859e+00   3.257325e-03   6.921358e-03  -3.764955e+00
  2.146215e+00   2.990635e-03   6.418544e-03  -3.727493e+00
  2.167784e+00   2.743423e-03   5.947149e-03  -3.690404e+00
  2.189571e+00   2.514465e-03   5.505599e-03  -3.653684e+00
  2.211577e+00   2.302597e-03   5.092370e-03  -3.617329e+00
  2.233803e+00   2.106717e-03   4.705992e-03  -3.581336e+00
  2.256253e+00   1.925779e-03   4.345045e-03  -3.545701e+00
  2.278929e+00   1.758793e-03   4.008164e-03  -3.510421e+00
  2.301833e+00   1.604822e-03   3.694033e-03  -3.475491e+00
  2.324967e+00   1.462984e-03   3.401388e-03  -3.440910e+00
  2.348333e+00   1.332441e-03   3.129015e-03  -3.406672e+00
  2.371934e+00   1.212408e-03   2.875751e-03  -3.372775e+00
  2.395772e+00   1.102141e-03   2.640479e-03  -3.339216e+00
  2.419850e+00   1.000944e-03   2.422134e-03  -3.305990e+00
  2.444170e+00   9.081585e-04   2.219694e-03  -3.273095e+00
  2.468734e+00   8.231691e-04   2.032186e-03  -3.240527e+00
  2.493546e+00   7.453969e-04   1.858681e-03  -3.208283e+00
  2.518606e+00   6.742997e-04   1.698295e-03  -3.176360e+00
  2.543919e+00   6.093696e-04   1.550187e-03  -3.144755e+00
  2.569485e+00   5.501317e-04   1.413555e-03  -3.113464e+00
  2.595309e+00   4.961423e-04   1.287643e-03  -3.082484e+00
  2.621392e+00   4.469870e-04   1.171728e-03  -3.051813e+00
  2.647738e+00   4.022798e-04   1.065131e-03  -3.021447e+00
  2.674348e+00   3.616609e-04   9.672071e-04  -2.991383e+00
  2.701226e+00   3.247957e-04   8.773465e-04  -2.961618e+00
  2.728373e+00   2.913733e-04   7.949752e-04  -2.932150e+00
  2.755794e+00   2.611051e-04   7.195518e-04  -2.902975e+00
  2.783490e+00   2.337233e-04   6.505667e-04  -2.874089e+00
  2.811465e+00   2.089803e-04   5.875407e-04  -2.845492e+00
  2.839721e+00   1.866466e-04   5.300243e-04  -2.817179e+00
  2.868260e+00   1.665105e-04   4.775955e-04  -2.789147e+00
  2.897087e+00   1.483764e-04   4.298594e-04  -2.761395e+00
  2.926203e+00   1.320641e-04   3.864465e-04  -2.733918e+00
  2.955612e+00   1.174077e-04   3.470115e-04  -2.706715e+00
  2.985316e+00   1.042545e-04   3.112326e-04  -2.679783e+00
  3.015319e+00   9.246434e-05   2.788095e-04  -2.653119e+00
  3.045623e+00   8.190870e-05   2.494631e-04  -2.626720e+00
  3.076233e+00   7.246974e-05   2.229338e-04  -2.600584e+00
  3.107149e+00   6.403966e-05   1.989808e-04  -2.574707e+00
  3.138377e+00   5.651991e-05   1.773808e-04  -2.549089e+00
  3.169918e+00   4.982058e-05   1.579271e-04  -2.523725e+00
  3.201776e+00   4.385968e-05   1.404289e-04  -2.498613e+00
  3.233954e+00   3.856256e-05   1.247096e-04  -2.473752e+00
  3.266456e+00   3.386137e-05   1.106067e-04  -2.449137e+00
  3.299285e+00   2.969447e-05   9.797052e-05  -2.424768e+00
  3.332443e+00   2.600601e-05   8.666353e-05  -2.400641e+00
  3.365935e+00   2.274536e-05   7.655938e-05  -2.376755e+00
  3.399763e+00   1.986676e-05   6.754229e-05  -2.353105e+00
  3.433931e+00   1.732890e-05   5.950624e-05  -2.329692e+00
  3.468442e+00   1.509448e-05   5.235434e-05  -2.306511e+00
  3.503301e+00   1.312994e-05   4.599814e-05  -2.283561e+00
  3.538510e+00   1.140510e-05   4.035704e-05  -2.260839e+00
  3.574072e+00   9.892826e-06   3.535768e-05  -2.238343e+00
  3.609992e+00   8.568817e-06   3.093336e-05  -2.216071e+00
  3.646273e+00   7.411298e-06   2.702362e-05  -2.194021e+00
  3.682919e+00   6.400800e-06   2.357363e-05  -2.172190e+00
  3.719933e+00   5.519941e-06   2.053381e-05  -2.150576e+00
  3.757319e+00   4.753225e-06   1.785938e-05  -2.129178e+00
  3.795081e+00   4.086858e-06   1.550996e-05  -2.107992e+00
  3.833222e+00   3.508581e-06   1.344917e-05  -2.087017e+00
  3.871746e+00   3.007513e-06   1.164433e-05  -2.066251e+00
  3.910658e+00   2.574014e-06   1.006609e-05  -2.045692e+00
  3.949961e+00   2.199556e-06   8.688160e-06  -2.025337e+00
  3.989659e+00   1.876605e-06   7.487014e-06  -2.005184e+00
  4.029755e+00   1.598519e-06   6.441640e-06  -1.985232e+00
  4.070255e+00   1.359448e-06   5.533299e-06  -1.965479e+00
  4.111162e+00   1.154251e-06   4.745312e-06  -1.945922e+00
  4.152480e+00   9.784163e-07   4.062854e-06  -1.926560e+00
  4.194213e+00   8.279914e-07   3.472772e-06  -1.907390e+00
  4.236365e+00   6.995187e-07   2.963417e-06  -1.888411e+00
  4.278941e+00   5.899794e-07   2.524487e-06  -1.869621e+00
  4.321945e+00   4.967422e-07   2.146893e-06  -1.851018e+00
  4.365382e+00   4.175173e-07   1.822623e-06  -1.832600e+00
  4.409255e+00   3.503157e-07   1.544631e-06  -1.814366e+00
  4.453568e+00   2.934125e-07   1.306733e-06  -1.796312e+00
  4.498327e+00   2.453150e-07   1.103507e-06  -1.778439e+00
  4.543536e+00   2.047331e-07   9.302122e-07  -1.760743e+00
  4.589200e+00   1.705543e-07   7.827078e-07  -1.743223e+00
  4.635322e+00   1.418209e-07   6.573853e-07  -1.725878e+00
  4.681908e+00   1.177097e-07   5.511060e-07  -1.708705e+00
  4.728962e+00   9.751493e-08   4.611444e-07  -1.691703e+00
  4.776488e+00   8.063219e-08   3.851387e-07  -1.674871e+00
  4.824493e+00   6.654508e-08   3.210463e-07  -1.658205e+00
  4.872980e+00   5.481323e-08   2.671038e-07  -1.641706e+00
  4.921954e+00   4.506178e-08   2.217920e-07  -1.625371e+00
  4.971421e+00   3.697227e-08   1.838047e-07  -1.609198e+00
  5.021384e+00   3.027474e-08   1.520211e-07  -1.593186e+00
  5.071850e+00   2.474072e-08   1.254812e-07  -1.577334e+00
  5.122823e+00   2.017730e-08   1.033647e-07  -1.561639e+00
  5.174308e+00   1.642192e-08   8.497207e-08  -1.546100e+00
  5.226311e+00   1.333785e-08   6.970776e-08  -1.530716e+00
  5.278836e+00   1.081036e-08   5.706609e-08  -1.515486e+00
  5.331889e+00   8.743332e-09   4.661848e-08  -1.500406e+00
  5.385476e+00   7.056474e-09   3.800247e-08  -1.485477e+00
  5.439601e+00   5.682807e-09   3.091220e-08  -1.470696e+00
  5.494269e+00   4.566601e-09   2.509014e-08  -1.456063e+00
  5.549488e+00   3.661583e-09   2.031991e-08  -1.441574e+00
  5.605261e+00   2.929412e-09   1.642012e-08  -1.427231e+00
  5.661595e+00   2.338398e-09   1.323906e-08  -1.413029e+00
  5.718495e+00   1.862399e-09   1.065012e-08  -1.398970e+00
  5.775967e+00   1.479905e-09   8.547880e-09  -1.385050e+00
  5.834016e+00   1.173252e-09   6.844770e-09  -1.371268e+00
  5.892649e+00   9.279729e-10   5.468219e-09  -1.357624e+00
  5.951871e+00   7.322437e-10   4.358220e-09  -1.344115e+00
  6.011688e+00   5.764239e-10   3.465281e-09  -1.330741e+00
  6.072107e+00   4.526724e-10   2.748675e-09  -1.317500e+00
  6.133133e+00   3.546265e-10   2.174971e-09  -1.304391e+00
  6.194772e+00   2.771359e-10   1.716794e-09  -1.291412e+00
  6.257030e+00   2.160421e-10   1.351782e-09  -1.278562e+00
  6.319914e+00   1.679952e-10   1.061715e-09  -1.265840e+00
  6.383430e+00   1.303039e-10   8.317859e-10  -1.253245e+00
  6.447585e+00   1.008113e-10   6.499892e-10  -1.240775e+00
  6.512384e+00   7.779302e-11   5.066180e-10  -1.228429e+00
  6.577835e+00   5.987435e-11   3.938436e-10  -1.216206e+00
  6.643943e+00   4.596193e-11   3.053684e-10  -1.204104e+00
  6.710716e+00   3.518856e-11   2.361404e-10  -1.192123e+00
  6.778160e+00   2.686822e-11   1.821171e-10  -1.180261e+00
  6.846281e+00   2.045968e-11   1.400727e-10  -1.168518e+00
  6.915088e+00   1.553708e-11   1.074402e-10  -1.156891e+00
  6.984585e+00   1.176626e-11   8.218245e-11  -1.145379e+00
  7.054782e+00   8.885752e-12   6.268704e-11  -1.133983e+00
  7.125683e+00   6.691514e-12   4.768161e-11  -1.122699e+00
  7.197298e+00   5.024775e-12   3.616480e-11  -1.111528e+00
  7.269632e+00   3.762344e-12   2.735086e-11  -1.100468e+00
  7.342693e+00   2.808908e-12   2.062495e-11  -1.089519e+00
  7.416488e+00   2.090936e-12   1.550740e-11  -1.078678e+00
  7.491025e+00   1.551871e-12   1.162511e-11  -1.067945e+00
  7.566311e+00   1.148336e-12   8.688670e-12  -1.057318e+00
  7.642354e+00   8.471652e-13   6.474336e-12  -1.046798e+00
  7.719161e+00   6.230736e-13   4.809605e-12  -1.036382e+00
  7.796740e+00   4.568457e-13   3.561907e-12  -1.026070e+00
  7.875098e+00   3.339222e-13   2.629670e-12  -1.015860e+00
  7.954244e+00   2.433060e-13   1.935315e-12  -1.005752e+00
  8.034186e+00   1.767171e-13   1.419778e-12  -9.957450e-01
  8.114931e+00   1.279406e-13   1.038229e-12  -9.858372e-01
  8.196487e+00   9.232692e-14   7.567564e-13  -9.760279e-01
  8.278863e+00   6.640861e-14   5.497877e-13  -9.663163e-01
  8.362067e+00   4.760823e-14   3.981032e-13  -9.567013e-01
  8.446107e+00   3.401629e-14   2.873053e-13  -9.471819e-01
  8.530992e+00   2.422281e-14   2.066446e-13  -9.377573e-01
  8.616730e+00   1.719016e-14   1.481230e-13  -9.284265e-01
  8.703329e+00   1.215733e-14   1.058093e-13  -9.191885e-01
  8.790799e+00   8.568100e-15   7.532045e-14  -9.100424e-01
  8.879148e+00   6.017326e-15   5.342873e-14  -9.009873e-01
  8.968385e+00   4.210947e-15   3.776540e-14  -8.920223e-01
  9.058519e+00   2.936283e-15   2.659838e-14  -8.831466e-01
  9.149559e+00   2.040057e-15   1.866562e-14  -8.743591e-01
  9.241513e+00   1.412202e-15   1.305089e-14  -8.656591e-01
  9.334392e+00   9.739708e-16   9.091425e-15  -8.570456e-01
  9.428204e+00   6.692265e-16   6.309604e-15  -8.485179e-01
  9.522959e+00   4.581021e-16   4.362487e-15  -8.400750e-01
  9.618667e+00   3.123897e-16   3.004773e-15  -8.317161e-01
  9.715336e+00   2.122072e-16   2.061664e-15  -8.234404e-01
  9.812976e+00   1.435937e-16   1.409082e-15  -8.152470e-01
  9.911599e+00   9.678446e-17   9.592887e-16  -8.071352e-01
  1.001121e+01   6.497612e-17   6.504897e-16  -7.991041e-01
  1.011183e+01   4.344726e-17   4.393312e-16  -7.911528e-01
  1.021345e+01   2.893437e-17   2.955198e-16  -7.832807e-01
  1.031610e+01   1.919071e-17   1.979733e-16  -7.754870e-01
  1.041978e+01   1.267581e-17   1.320791e-16  -7.677707e-01
  1.052450e+01   8.337766e-18   8.775079e-17  -7.601313e-01
  1.063027e+01   5.461286e-18   5.805495e-17  -7.525679e-01
  1.073711e+01   3.561993e-18   3.824550e-17  -7.450797e-01
  1.084502e+01   2.313265e-18   2.508740e-17  -7.376660e-01
  1.095401e+01   1.495799e-18   1.638500e-17  -7.303261e-01
  1.106410e+01   9.629811e-19   1.065452e-17  -7.230593e-01
  1.117530e+01   6.172194e-19   6.897610e-18  -7.158647e-01
  1.128761e+01   3.938397e-19   4.445508e-18  -7.087417e-01
  1.140105e+01   2.501715e-19   2.852218e-18  -7.016896e-01
  1.151563e+01   1.581885e-19   1.821641e-18  -6.947077e-01
  1.163137e+01   9.956593e-20   1.158088e-18  -6.877952e-01
  1.174827e+01   6.237712e-20   7.328230e-19  -6.809516e-01
  1.186634e+01   3.889540e-20   4.615459e-19  -6.741760e-01
  1.198560e+01   2.413842e-20   2.893134e-19  -6.674678e-01
  1.210605e+01   1.490859e-20   1.804842e-19  -6.608264e-01
  1.222772e+01   9.163475e-21   1.120484e-19  -6.542511e-01
  1.235061e+01   5.604782e-21   6.922248e-20  -6.477412e-01
  1.247474e+01   3.411227e-21   4.255417e-20  -6.412960e-01
  1.260011e+01   2.065829e-21   2.602968e-20  -6.349150e-01
  1.272674e+01   1.244767e-21   1.584184e-20  -6.285975e-01
  1.285465e+01   7.462252e-22   9.592464e-21  -6.223429e-01
  1.298384e+01   4.450587e-22   5.778571e-21  -6.161505e-01
  1.311433e+01   2.640631e-22   3.463011e-21  -6.100197e-01
  1.324613e+01   1.558542e-22   2.064466e-21  -6.039499e-01
  1.337926e+01   9.150123e-23   1.224219e-21  -5.979405e-01
  1.351372e+01   5.343299e-23   7.220785e-22  -5.919909e-01
  1.364954e+01   3.103436e-23   4.236046e-22  -5.861004e-01
  1.378672e+01   1.792681e-23   2.471519e-22  -5.802686e-01
  1.392528e+01   1.029833e-23   1.434070e-22  -5.744949e-01
  1.406523e+01   5.883141e-24   8.274771e-23  -5.687786e-01
  1.420659e+01   3.342000e-24   4.747840e-23  -5.631191e-01
  1.434936e+01   1.887702e-24   2.708733e-23  -5.575160e-01
  1.449358e+01   1.060146e-24   1.536530e-23  -5.519686e-01
  1.463924e+01   5.919397e-25   8.665548e-24  -5.464764e-01
  1.478637e+01   3.285820e-25   4.858534e-24  -5.410389e-01
  1.493497e+01   1.813171e-25   2.707966e-24  -5.356555e-01
  1.508507e+01   9.945729e-26   1.500320e-24  -5.303256e-01
  1.523668e+01   5.422643e-26   8.262307e-25  -5.250488e-01
  1.538981e+01   2.938566e-26   4.522397e-25  -5.198245e-01
  1.554448e+01   1.582643e-26   2.460137e-25  -5.146521e-01
  1.570071e+01   8.470850e-27   1.329983e-25  -5.095312e-01
  1.585850e+01   4.505467e-27   7.144995e-26  -5.044613e-01
  1.601788e+01   2.381190e-27   3.814161e-26  -4.994419e-01
  1.617886e+01   1.250436e-27   2.023064e-26  -4.944723e-01
  1.634146e+01   6.524008e-28   1.066118e-26  -4.895522e-01
  1.650570e+01   3.381615e-28   5.581592e-27  -4.846811e-01
  1.667158e+01   1.741253e-28   2.902944e-27  -4.798585e-01
  1.683913e+01   8.906326e-29   1.499748e-27  -4.750838e-01
  1.700837e+01   4.524857e-29   7.696045e-28  -4.703566e-01
