#       r             V(r)
  8.83636705e-02  -9.05349445e+01
  8.92517401e-02  -8.96341067e+01
  9.01487350e-02  -8.87422324e+01
  9.10547449e-02  -8.78592325e+01
  9.19698603e-02  -8.69850185e+01
  9.28941728e-02  -8.61195031e+01
  9.38277747e-02  -8.52625997e+01
  9.47707595e-02  -8.44142227e+01
  9.57232215e-02  -8.35742871e+01
  9.66852559e-02  -8.27427091e+01
  9.76569588e-02  -8.19194054e+01
  9.86384276e-02  -8.11042937e+01
  9.96297603e-02  -8.02972925e+01
  1.00631056e-01  -7.94983211e+01
  1.01642415e-01  -7.87072996e+01
  1.02663938e-01  -7.79241488e+01
  1.03695728e-01  -7.71487906e+01
  1.04737887e-01  -7.63811473e+01
  1.05790521e-01  -7.56211422e+01
  1.06853733e-01  -7.48686993e+01
  1.07927631e-01  -7.41237433e+01
  1.09012322e-01  -7.33861997e+01
  1.10107914e-01  -7.26559948e+01
  1.11214517e-01  -7.19330556e+01
  1.12332241e-01  -7.12173097e+01
  1.13461199e-01  -7.05086856e+01
  1.14601503e-01  -6.98071125e+01
  1.15753267e-01  -6.91125201e+01
  1.16916607e-01  -6.84248391e+01
  1.18091638e-01  -6.77440005e+01
  1.19278479e-01  -6.70699365e+01
  1.20477248e-01  -6.64025794e+01
  1.21688064e-01  -6.57418627e+01
  1.22911049e-01  -6.50877203e+01
  1.24146326e-01  -6.44400866e+01
  1.25394017e-01  -6.37988971e+01
  1.26654248e-01  -6.31640874e+01
  1.27927144e-01  -6.25355943e+01
  1.29212834e-01  -6.19133547e+01
  1.30511444e-01  -6.12973065e+01
  1.31823106e-01  -6.06873881e+01
  1.33147950e-01  -6.00835385e+01
  1.34486109e-01  -5.94856973e+01
  1.35837717e-01  -5.88938048e+01
  1.37202909e-01  -5.83078016e+01
  1.38581821e-01  -5.77276293e+01
  1.39974592e-01  -5.71532298e+01
  1.41381360e-01  -5.65845456e+01
  1.42802266e-01  -5.60215200e+01
  1.44237453e-01  -5.54640966e+01
  1.45687063e-01  -5.49122196e+01
  1.47151242e-01  -5.43658339e+01
  1.48630137e-01  -5.38248848e+01
  1.50123895e-01  -5.32893182e+01
  1.51632665e-01  -5.27590807e+01
  1.53156599e-01  -5.22341190e+01
  1.54695848e-01  -5.17143809e+01
  1.56250567e-01  -5.11998142e+01
  1.57820911e-01  -5.06903675e+01
  1.59407038e-01  -5.01859899e+01
  1.61009105e-01  -4.96866310e+01
  1.62627274e-01  -4.91922408e+01
  1.64261705e-01  -4.87027698e+01
  1.65912563e-01  -4.82181691e+01
  1.67580012e-01  -4.77383903e+01
  1.69264219e-01  -4.72633854e+01
  1.70965352e-01  -4.67931069e+01
  1.72683583e-01  -4.63275077e+01
  1.74419082e-01  -4.58665413e+01
  1.76172022e-01  -4.54101616e+01
  1.77942581e-01  -4.49583229e+01
  1.79730933e-01  -4.45109801e+01
  1.81537259e-01  -4.40680885e+01
  1.83361739e-01  -4.36296037e+01
  1.85204555e-01  -4.31954818e+01
  1.87065892e-01  -4.27656796e+01
  1.88945935e-01  -4.23401540e+01
  1.90844874e-01  -4.19188624e+01
  1.92762896e-01  -4.15017628e+01
  1.94700196e-01  -4.10888133e+01
  1.96656965e-01  -4.06799728e+01
  1.98633401e-01  -4.02752003e+01
  2.00629699e-01  -3.98744554e+01
  2.02646061e-01  -3.94776979e+01
  2.04682688e-01  -3.90848883e+01
  2.06739783e-01  -3.86959871e+01
  2.08817553e-01  -3.83109556e+01
  2.10916204e-01  -3.79297552e+01
  2.13035947e-01  -3.75523479e+01
  2.15176994e-01  -3.71786958e+01
  2.17339559e-01  -3.68087616e+01
  2.19523858e-01  -3.64425083e+01
  2.21730109e-01  -3.60798993e+01
  2.23958534e-01  -3.57208983e+01
  2.26209355e-01  -3.53654694e+01
  2.28482796e-01  -3.50135771e+01
  2.30779087e-01  -3.46651862e+01
  2.33098455e-01  -3.43202618e+01
  2.35441133e-01  -3.39787695e+01
  2.37807356e-01  -3.36406751e+01
  2.40197360e-01  -3.33059448e+01
  2.42611383e-01  -3.29745451e+01
  2.45049668e-01  -3.26464429e+01
  2.47512458e-01  -3.23216053e+01
  2.50000000e-01  -3.20000000e+01
  2.52512542e-01  -3.16815947e+01
  2.55050335e-01  -3.13663575e+01
  2.57613633e-01  -3.10542571e+01
  2.60202694e-01  -3.07452621e+01
  2.62817774e-01  -3.04393416e+01
  2.65459137e-01  -3.01364651e+01
  2.68127045e-01  -2.98366022e+01
  2.70821767e-01  -2.95397231e+01
  2.73543571e-01  -2.92457979e+01
  2.76292730e-01  -2.89547974e+01
  2.79069518e-01  -2.86666923e+01
  2.81874213e-01  -2.83814540e+01
  2.84707096e-01  -2.80990538e+01
  2.87568450e-01  -2.78194635e+01
  2.90458561e-01  -2.75426552e+01
  2.93377718e-01  -2.72686012e+01
  2.96326213e-01  -2.69972741e+01
  2.99304341e-01  -2.67286468e+01
  3.02312399e-01  -2.64626923e+01
  3.05350690e-01  -2.61993841e+01
  3.08419515e-01  -2.59386959e+01
  3.11519183e-01  -2.56806015e+01
  3.14650002e-01  -2.54250753e+01
  3.17812288e-01  -2.51720916e+01
  3.21006354e-01  -2.49216251e+01
  3.24232522e-01  -2.46736507e+01
  3.27491113e-01  -2.44281438e+01
  3.30782453e-01  -2.41850797e+01
  3.34106872e-01  -2.39444342e+01
  3.37464702e-01  -2.37061831e+01
  3.40856279e-01  -2.34703026e+01
  3.44281941e-01  -2.32367692e+01
  3.47742032e-01  -2.30055595e+01
  3.51236898e-01  -2.27766503e+01
  3.54766887e-01  -2.25500189e+01
  3.58332354e-01  -2.23256424e+01
  3.61933654e-01  -2.21034986e+01
  3.65571147e-01  -2.18835651e+01
  3.69245198e-01  -2.16658200e+01
  3.72956174e-01  -2.14502415e+01
  3.76704446e-01  -2.12368080e+01
  3.80490389e-01  -2.10254982e+01
  3.84314381e-01  -2.08162910e+01
  3.88176805e-01  -2.06091655e+01
  3.92078046e-01  -2.04041009e+01
  3.96018496e-01  -2.02010767e+01
  3.99998548e-01  -2.00000726e+01
  4.04018601e-01  -1.98010685e+01
  4.08079055e-01  -1.96040446e+01
  4.12180318e-01  -1.94089811e+01
  4.16322799e-01  -1.92158585e+01
  4.20506912e-01  -1.90246575e+01
  4.24733077e-01  -1.88353590e+01
  4.29001716e-01  -1.86479441e+01
  4.33313254e-01  -1.84623939e+01
  4.37668125e-01  -1.82786900e+01
  4.42066763e-01  -1.80968140e+01
  4.46509608e-01  -1.79167477e+01
  4.50997104e-01  -1.77384731e+01
  4.55529700e-01  -1.75619724e+01
  4.60107850e-01  -1.73872278e+01
  4.64732010e-01  -1.72142220e+01
  4.69402645e-01  -1.70429376e+01
  4.74120220e-01  -1.68733576e+01
  4.78885207e-01  -1.67054649e+01
  4.83698084e-01  -1.65392427e+01
  4.88559330e-01  -1.63746745e+01
  4.93469433e-01  -1.62117438e+01
  4.98428883e-01  -1.60504342e+01
  5.03438177e-01  -1.58907297e+01
  5.08497815e-01  -1.57326143e+01
  5.13608303e-01  -1.55760722e+01
  5.18770152e-01  -1.54210877e+01
  5.23983879e-01  -1.52676453e+01
  5.29250004e-01  -1.51157297e+01
  5.34569055e-01  -1.49653257e+01
  5.39941563e-01  -1.48164182e+01
  5.45368066e-01  -1.46689924e+01
  5.50849107e-01  -1.45230334e+01
  5.56385232e-01  -1.43785269e+01
  5.61976997e-01  -1.42354581e+01
  5.67624959e-01  -1.40938129e+01
  5.73329685e-01  -1.39535772e+01
  5.79091744e-01  -1.38147367e+01
  5.84911713e-01  -1.36772778e+01
  5.90790173e-01  -1.35411866e+01
  5.96727713e-01  -1.34064496e+01
  6.02724927e-01  -1.32730532e+01
  6.08782413e-01  -1.31409841e+01
  6.14900778e-01  -1.30102291e+01
  6.21080633e-01  -1.28807752e+01
  6.27322597e-01  -1.27526093e+01
  6.33627294e-01  -1.26257187e+01
  6.39995355e-01  -1.25000907e+01
  6.46427415e-01  -1.23757128e+01
  6.52924118e-01  -1.22525724e+01
  6.59486115e-01  -1.21306572e+01
  6.66114060e-01  -1.20099552e+01
  6.72808618e-01  -1.18904541e+01
  6.79570457e-01  -1.17721421e+01
  6.86400254e-01  -1.16550073e+01
  6.93298691e-01  -1.15390381e+01
  7.00266459e-01  -1.14242227e+01
  7.07304254e-01  -1.13105498e+01
  7.14412780e-01  -1.11980080e+01
  7.21592747e-01  -1.10865859e+01
  7.28844875e-01  -1.09762726e+01
  7.36169888e-01  -1.08670568e+01
  7.43568518e-01  -1.07589278e+01
  7.51041506e-01  -1.06518747e+01
  7.58589599e-01  -1.05458868e+01
  7.66213551e-01  -1.04409534e+01
  7.73914125e-01  -1.03370642e+01
  7.81692091e-01  -1.02342087e+01
  7.89548227e-01  -1.01323766e+01
  7.97483319e-01  -1.00315578e+01
  8.05498160e-01  -9.93174212e+00
  8.13593551e-01  -9.83291964e+00
  8.21770302e-01  -9.73508045e+00
  8.30029231e-01  -9.63821478e+00
  8.38371163e-01  -9.54231294e+00
  8.46796933e-01  -9.44736534e+00
  8.55307384e-01  -9.35336249e+00
  8.63903366e-01  -9.26029497e+00
  8.72585739e-01  -9.16815350e+00
  8.81355372e-01  -9.07692885e+00
  8.90213141e-01  -8.98661190e+00
  8.99159931e-01  -8.89719361e+00
  9.08196639e-01  -8.80866506e+00
  9.17324167e-01  -8.72101738e+00
  9.26543428e-01  -8.63424180e+00
  9.35855344e-01  -8.54832966e+00
  9.45260847e-01  -8.46327236e+00
  9.54760876e-01  -8.37906139e+00
  9.64356383e-01  -8.29568834e+00
  9.74048325e-01  -8.21314486e+00
  9.83837674e-01  -8.13142271e+00
  9.93725407e-01  -8.05051370e+00
  1.00371251e+00  -7.97040975e+00
  1.01379999e+00  -7.89110285e+00
  1.02398885e+00  -7.81258506e+00
  1.03428011e+00  -7.73484854e+00
  1.04467480e+00  -7.65788551e+00
  1.05517395e+00  -7.58168828e+00
  1.06577863e+00  -7.50624922e+00
  1.07648988e+00  -7.43156079e+00
  1.08730879e+00  -7.35761553e+00
  1.09823642e+00  -7.28440603e+00
  1.10927388e+00  -7.21192498e+00
  1.12042227e+00  -7.14016512e+00
  1.13168270e+00  -7.06911929e+00
  1.14305630e+00  -6.99878038e+00
  1.15454421e+00  -6.92914135e+00
  1.16614757e+00  -6.86019525e+00
  1.17786755e+00  -6.79193516e+00
  1.18970531e+00  -6.72435428e+00
  1.20166205e+00  -6.65744584e+00
  1.21373895e+00  -6.59120314e+00
  1.22593723e+00  -6.52561958e+00
  1.23825811e+00  -6.46068858e+00
  1.25070281e+00  -6.39640365e+00
  1.26327258e+00  -6.33275837e+00
  1.27596868e+00  -6.26974637e+00
  1.28879238e+00  -6.20736135e+00
  1.30174496e+00  -6.14559708e+00
  1.31482771e+00  -6.08444736e+00
  1.32804195e+00  -6.02390610e+00
  1.34138899e+00  -5.96396723e+00
  1.35487018e+00  -5.90462477e+00
  1.36848685e+00  -5.84587277e+00
  1.38224037e+00  -5.78770536e+00
  1.39613212e+00  -5.73011673e+00
  1.41016348e+00  -5.67310112e+00
  1.42433586e+00  -5.61665282e+00
  1.43865067e+00  -5.56076619e+00
  1.45310935e+00  -5.50543564e+00
  1.46771334e+00  -5.45065564e+00
  1.48246410e+00  -5.39642071e+00
  1.49736312e+00  -5.34272543e+00
  1.51241187e+00  -5.28956442e+00
  1.52761186e+00  -5.23693238e+00
  1.54296461e+00  -5.18482403e+00
  1.55847166e+00  -5.13323417e+00
  1.57413457e+00  -5.08215764e+00
  1.58995488e+00  -5.03158932e+00
  1.60593419e+00  -4.98152417e+00
  1.62207410e+00  -4.93195718e+00
  1.63837622e+00  -4.88288338e+00
  1.65484217e+00  -4.83429788e+00
  1.67147361e+00  -4.78619582e+00
  1.68827220e+00  -4.73857237e+00
  1.70523962e+00  -4.69142279e+00
  1.72237756e+00  -4.64474235e+00
  1.73968774e+00  -4.59852639e+00
  1.75717190e+00  -4.55277029e+00
  1.77483177e+00  -4.50746947e+00
  1.79266912e+00  -4.46261940e+00
  1.81068575e+00  -4.41821559e+00
  1.82888344e+00  -4.37425361e+00
  1.84726402e+00  -4.33072906e+00
  1.86582934e+00  -4.28763759e+00
  1.88458123e+00  -4.24497488e+00
  1.90352159e+00  -4.20273668e+00
  1.92265230e+00  -4.16091875e+00
  1.94197528e+00  -4.11951691e+00
  1.96149245e+00  -4.07852704e+00
  1.98120578e+00  -4.03794501e+00
  2.00111723e+00  -3.99776679e+00
  2.02122879e+00  -3.95798835e+00
  2.04154248e+00  -3.91860570e+00
  2.06206032e+00  -3.87961493e+00
  2.08278437e+00  -3.84101211e+00
  2.10371670e+00  -3.80279340e+00
  2.12485941e+00  -3.76495498e+00
  2.14621460e+00  -3.72749305e+00
  2.16778441e+00  -3.69040387e+00
  2.18957101e+00  -3.65368374e+00
  2.21157656e+00  -3.61732898e+00
  2.23380328e+00  -3.58133596e+00
  2.25625337e+00  -3.54570107e+00
  2.27892910e+00  -3.51042075e+00
  2.30183272e+00  -3.47549148e+00
  2.32496652e+00  -3.44090976e+00
  2.34833282e+00  -3.40667214e+00
  2.37193396e+00  -3.37277519e+00
  2.39577229e+00  -3.33921551e+00
  2.41985020e+00  -3.30598976e+00
  2.44417010e+00  -3.27309461e+00
  2.46873442e+00  -3.24052678e+00
  2.49354561e+00  -3.20828300e+00
  2.51860616e+00  -3.17636005e+00
  2.54391858e+00  -3.14475474e+00
  2.56948538e+00  -3.11346391e+00
  2.59530914e+00  -3.08248442e+00
  2.62139243e+00  -3.05181319e+00
  2.64773786e+00  -3.02144714e+00
  2.67434807e+00  -2.99138324e+00
  2.70122572e+00  -2.96161848e+00
  2.72837349e+00  -2.93214988e+00
  2.75579410e+00  -2.90297451e+00
  2.78349029e+00  -2.87408943e+00
  2.81146483e+00  -2.84549176e+00
  2.83972052e+00  -2.81717864e+00
  2.86826019e+00  -2.78914725e+00
  2.89708668e+00  -2.76139477e+00
  2.92620288e+00  -2.73391843e+00
  2.95561171e+00  -2.70671549e+00
  2.98531610e+00  -2.67978322e+00
  3.01531903e+00  -2.65311893e+00
  3.04562349e+00  -2.62671996e+00
  3.07623252e+00  -2.60058366e+00
  3.10714917e+00  -2.57470742e+00
  3.13837653e+00  -2.54908865e+00
  3.16991774e+00  -2.52372479e+00
  3.20177595e+00  -2.49861331e+00
  3.23395433e+00  -2.47375169e+00
  3.26645611e+00  -2.44913745e+00
  3.29928454e+00  -2.42476813e+00
  3.33244290e+00  -2.40064128e+00
  3.36593451e+00  -2.37675450e+00
  3.39976271e+00  -2.35310540e+00
  3.43393090e+00  -2.32969161e+00
  3.46844248e+00  -2.30651079e+00
  3.50330090e+00  -2.28356063e+00
  3.53850966e+00  -2.26083882e+00
  3.57407227e+00  -2.23834310e+00
  3.60999230e+00  -2.21607121e+00
  3.64627332e+00  -2.19402093e+00
  3.68291898e+00  -2.17219006e+00
  3.71993293e+00  -2.15057641e+00
  3.75731888e+00  -2.12917781e+00
  3.79508056e+00  -2.10799214e+00
  3.83322175e+00  -2.08701727e+00
  3.87174627e+00  -2.06625110e+00
  3.91065797e+00  -2.04569156e+00
  3.94996074e+00  -2.02533659e+00
  3.98965850e+00  -2.00518415e+00
  4.02975524e+00  -1.98523224e+00
  4.07025495e+00  -1.96547885e+00
  4.11116169e+00  -1.94592200e+00
  4.15247955e+00  -1.92655976e+00
  4.19421267e+00  -1.90739017e+00
  4.23636521e+00  -1.88841132e+00
  4.27894138e+00  -1.86962131e+00
  4.32194546e+00  -1.85101827e+00
  4.36538173e+00  -1.83260033e+00
  4.40925455e+00  -1.81436565e+00
  4.45356829e+00  -1.79631241e+00
  4.49832740e+00  -1.77843880e+00
  4.54353634e+00  -1.76074304e+00
  4.58919964e+00  -1.74322336e+00
  4.63532186e+00  -1.72587799e+00
  4.68190762e+00  -1.70870522e+00
  4.72896158e+00  -1.69170332e+00
  4.77648843e+00  -1.67487059e+00
  4.82449294e+00  -1.65820535e+00
  4.87297990e+00  -1.64170593e+00
  4.92195416e+00  -1.62537068e+00
  4.97142062e+00  -1.60919798e+00
  5.02138423e+00  -1.59318619e+00
  5.07184998e+00  -1.57733372e+00
  5.12282292e+00  -1.56163899e+00
  5.17430815e+00  -1.54610042e+00
  5.22631081e+00  -1.53071646e+00
  5.27883611e+00  -1.51548558e+00
  5.33188929e+00  -1.50040625e+00
  5.38547567e+00  -1.48547696e+00
  5.43960060e+00  -1.47069621e+00
  5.49426949e+00  -1.45606254e+00
  5.54948782e+00  -1.44157448e+00
  5.60526110e+00  -1.42723057e+00
  5.66159491e+00  -1.41302939e+00
  5.71849489e+00  -1.39896951e+00
  5.77596671e+00  -1.38504953e+00
  5.83401615e+00  -1.37126806e+00
  5.89264898e+00  -1.35762371e+00
  5.95187109e+00  -1.34411513e+00
  6.01168839e+00  -1.33074096e+00
  6.07210686e+00  -1.31749987e+00
  6.13313255e+00  -1.30439053e+00
  6.19477156e+00  -1.29141162e+00
  6.25703005e+00  -1.27856186e+00
  6.31991424e+00  -1.26583996e+00
  6.38343044e+00  -1.25324464e+00
  6.44758498e+00  -1.24077465e+00
  6.51238429e+00  -1.22842874e+00
  6.57783484e+00  -1.21620567e+00
  6.64394317e+00  -1.20410422e+00
  6.71071591e+00  -1.19212318e+00
  6.77815973e+00  -1.18026136e+00
  6.84628137e+00  -1.16851756e+00
  6.91508764e+00  -1.15689062e+00
  6.98458543e+00  -1.14537936e+00
  7.05478168e+00  -1.13398265e+00
  7.12568341e+00  -1.12269933e+00
  7.19729772e+00  -1.11152829e+00
  7.26963176e+00  -1.10046839e+00
  7.34269278e+00  -1.08951855e+00
  7.41648807e+00  -1.07867766e+00
  7.49102501e+00  -1.06794464e+00
  7.56631106e+00  -1.05731841e+00
  7.64235376e+00  -1.04679792e+00
  7.71916069e+00  -1.03638210e+00
  7.79673954e+00  -1.02606993e+00
  7.87509808e+00  -1.01586036e+00
  7.95424413e+00  -1.00575238e+00
  8.03418561e+00  -9.95744981e-01
  8.11493052e+00  -9.85837153e-01
  8.19648693e+00  -9.76027909e-01
  8.27886299e+00  -9.66316270e-01
  8.36206695e+00  -9.56701262e-01
  8.44610712e+00  -9.47181925e-01
  8.53099190e+00  -9.37757308e-01
  8.61672980e+00  -9.28426467e-01
  8.70332937e+00  -9.19188469e-01
  8.79079929e+00  -9.10042391e-01
  8.87914829e+00  -9.00987318e-01
  8.96838521e+00  -8.92022344e-01
  9.05851898e+00  -8.83146574e-01
  9.14955861e+00  -8.74359118e-01
  9.24151320e+00  -8.65659100e-01
  9.33439196e+00  -8.57045648e-01
  9.42820415e+00  -8.48517901e-01
  9.52295918e+00  -8.40075007e-01
  9.61866651e+00  -8.31716121e-01
  9.71533572e+00  -8.23440407e-01
  9.81297647e+00  -8.15247038e-01
  9.91159852e+00  -8.07135195e-01
  1.00112117e+01  -7.99104065e-01
  1.01118261e+01  -7.91152847e-01
  1.02134516e+01  -7.83280745e-01
  1.03160985e+01  -7.75486971e-01
  1.04197770e+01  -7.67770747e-01
  1.05244975e+01  -7.60131300e-01
  1.06302705e+01  -7.52567867e-01
  1.07371065e+01  -7.45079692e-01
  1.08450162e+01  -7.37666025e-01
  1.09540104e+01  -7.30326126e-01
  1.10641001e+01  -7.23059259e-01
  1.11752961e+01  -7.15864699e-01
  1.12876097e+01  -7.08741727e-01
  1.14010521e+01  -7.01689629e-01
  1.15156346e+01  -6.94707700e-01
  1.16313686e+01  -6.87795243e-01
  1.17482658e+01  -6.80951566e-01
  1.18663378e+01  -6.74175985e-01
  1.19855965e+01  -6.67467822e-01
  1.21060538e+01  -6.60826406e-01
  1.22277216e+01  -6.54251073e-01
  1.23506123e+01  -6.47741166e-01
  1.24747380e+01  -6.41296034e-01
  1.26001112e+01  -6.34915032e-01
  1.27267444e+01  -6.28597522e-01
  1.28546503e+01  -6.22342872e-01
  1.29838417e+01  -6.16150457e-01
  1.31143315e+01  -6.10019657e-01
  1.32461327e+01  -6.03949860e-01
  1.33792586e+01  -5.97940459e-01
  1.35137223e+01  -5.91990852e-01
  1.36495375e+01  -5.86100444e-01
  1.37867176e+01  -5.80268648e-01
  1.39252765e+01  -5.74494878e-01
  1.40652278e+01  -5.68778559e-01
  1.42065857e+01  -5.63119117e-01
  1.43493643e+01  -5.57515988e-01
  1.44935778e+01  -5.51968612e-01
  1.46392406e+01  -5.46476432e-01
  1.47863675e+01  -5.41038901e-01
  1.49349729e+01  -5.35655474e-01
  1.50850719e+01  -5.30325613e-01
  1.52366794e+01  -5.25048785e-01
  1.53898106e+01  -5.19824462e-01
  1.55444807e+01  -5.14652122e-01
  1.57007054e+01  -5.09531248e-01
  1.58585001e+01  -5.04461328e-01
  1.60178806e+01  -4.99441853e-01
  1.61788630e+01  -4.94472324e-01
  1.63414633e+01  -4.89552242e-01
  1.65056977e+01  -4.84681116e-01
  1.66715828e+01  -4.79858458e-01
  1.68391350e+01  -4.75083787e-01
  1.70083711e+01  -4.70356624e-01
  1.71793080e+01  -4.65676498e-01
  1.73519630e+01  -4.61042939e-01
  1.75263531e+01  -4.56455485e-01
  1.77024959e+01  -4.51913677e-01
  1.78804089e+01  -4.47417061e-01
  1.80601100e+01  -4.42965187e-01
  1.82416171e+01  -4.38557610e-01
  1.84249484e+01  -4.34193888e-01
  1.86101222e+01  -4.29873587e-01
  1.87971571e+01  -4.25596273e-01
  1.89860716e+01  -4.21361520e-01
  1.91768848e+01  -4.17168903e-01
  1.93696157e+01  -4.13018003e-01
  1.95642836e+01  -4.08908405e-01
  1.97609079e+01  -4.04839698e-01
  1.99595084e+01  -4.00811476e-01
  2.01601047e+01  -3.96823335e-01
  2.03627172e+01  -3.92874877e-01
  2.05673659e+01  -3.88965707e-01
  2.07740713e+01  -3.85095433e-01
  2.09828542e+01  -3.81263670e-01
  2.11937354e+01  -3.77470033e-01
  2.14067360e+01  -3.73714143e-01
  2.16218773e+01  -3.69995625e-01
  2.18391808e+01  -3.66314107e-01
  2.20586682e+01  -3.62669221e-01
  2.22803615e+01  -3.59060602e-01
  2.25042828e+01  -3.55487889e-01
  2.27304546e+01  -3.51950726e-01
  2.29588995e+01  -3.48448757e-01
  2.31896403e+01  -3.44981634e-01
  2.34227000e+01  -3.41549010e-01
  2.36581021e+01  -3.38150540e-01
  2.38958700e+01  -3.34785886e-01
  2.41360274e+01  -3.31454711e-01
  2.43785986e+01  -3.28156681e-01
  2.46236075e+01  -3.24891468e-01
  2.48710789e+01  -3.21658744e-01
  2.51210374e+01  -3.18458186e-01
  2.53735080e+01  -3.15289474e-01
  2.56285160e+01  -3.12152291e-01
  2.58860869e+01  -3.09046324e-01
  2.61462464e+01  -3.05971262e-01
  2.64090205e+01  -3.02926797e-01
  2.66744356e+01  -2.99912625e-01
  2.69425181e+01  -2.96928444e-01
  2.72132950e+01  -2.93973957e-01
  2.74867931e+01  -2.91048867e-01
  2.77630400e+01  -2.88152883e-01
  2.80420632e+01  -2.85285714e-01
  2.83238906e+01  -2.82447073e-01
  2.86085504e+01  -2.79636678e-01
  2.88960711e+01  -2.76854246e-01
  2.91864815e+01  -2.74099501e-01
  2.94798105e+01  -2.71372165e-01
  2.97760875e+01  -2.68671967e-01
  3.00753422e+01  -2.65998636e-01
  3.03776044e+01  -2.63351906e-01
  3.06829044e+01  -2.60731510e-01
  3.09912727e+01  -2.58137188e-01
  3.13027402e+01  -2.55568681e-01
  3.16173379e+01  -2.53025730e-01
  3.19350975e+01  -2.50508082e-01
  3.22560505e+01  -2.48015485e-01
  3.25802292e+01  -2.45547689e-01
  3.29076660e+01  -2.43104449e-01
  3.32383935e+01  -2.40685519e-01
  3.35724449e+01  -2.38290658e-01
  3.39098536e+01  -2.35919627e-01
  3.42506533e+01  -2.33572187e-01
  3.45948781e+01  -2.31248105e-01
  3.49425624e+01  -2.28947148e-01
  3.52937410e+01  -2.26669086e-01
  3.56484490e+01  -2.24413691e-01
  3.60067218e+01  -2.22180737e-01
  3.63685954e+01  -2.19970002e-01
  3.67341059e+01  -2.17781264e-01
  3.71032898e+01  -2.15614304e-01
  3.74761840e+01  -2.13468906e-01
  3.78528259e+01  -2.11344855e-01
  3.82332532e+01  -2.09241938e-01
  3.86175038e+01  -2.07159946e-01
  3.90056161e+01  -2.05098670e-01
  3.93976291e+01  -2.03057904e-01
  3.97935818e+01  -2.01037445e-01
  4.01935140e+01  -1.99037089e-01
  4.05974655e+01  -1.97056636e-01
  4.10054768e+01  -1.95095890e-01
  4.14175887e+01  -1.93154654e-01
  4.18338424e+01  -1.91232733e-01
  4.22542795e+01  -1.89329935e-01
  4.26789421e+01  -1.87446071e-01
  4.31078726e+01  -1.85580951e-01
  4.35411139e+01  -1.83734390e-01
  4.39787094e+01  -1.81906202e-01
  4.44207027e+01  -1.80096205e-01
  4.48671382e+01  -1.78304218e-01
  4.53180605e+01  -1.76530061e-01
  4.57735145e+01  -1.74773558e-01
  4.62335460e+01  -1.73034532e-01
  4.66982009e+01  -1.71312810e-01
  4.71675256e+01  -1.69608219e-01
  4.76415671e+01  -1.67920589e-01
  4.81203728e+01  -1.66249751e-01
  4.86039906e+01  -1.64595538e-01
  4.90924688e+01  -1.62957785e-01
  4.95858564e+01  -1.61336328e-01
  5.00842025e+01  -1.59731005e-01
  5.05875571e+01  -1.58141655e-01
  5.10959705e+01  -1.56568119e-01
  5.16094935e+01  -1.55010240e-01
  5.21281776e+01  -1.53467863e-01
  5.26520745e+01  -1.51940832e-01
  5.31812366e+01  -1.50428995e-01
  5.37157169e+01  -1.48932202e-01
  5.42555689e+01  -1.47450302e-01
  5.48008464e+01  -1.45983147e-01
  5.53516041e+01  -1.44530590e-01
  5.59078969e+01  -1.43092487e-01
  5.64697806e+01  -1.41668693e-01
  5.70373114e+01  -1.40259066e-01
  5.76105459e+01  -1.38863465e-01
  5.81895415e+01  -1.37481750e-01
  5.87743561e+01  -1.36113784e-01
  5.93650482e+01  -1.34759429e-01
  5.99616768e+01  -1.33418550e-01
  6.05643017e+01  -1.32091014e-01
  6.11729831e+01  -1.30776686e-01
  6.17877818e+01  -1.29475436e-01
  6.24087593e+01  -1.28187134e-01
  6.30359778e+01  -1.26911651e-01
  6.36694999e+01  -1.25648859e-01
  6.43093890e+01  -1.24398632e-01
  6.49557091e+01  -1.23160845e-01
  6.56085248e+01  -1.21935374e-01
  6.62679014e+01  -1.20722097e-01
  6.69339049e+01  -1.19520892e-01
  6.76066019e+01  -1.18331639e-01
  6.82860595e+01  -1.17154219e-01
  6.89723458e+01  -1.15988515e-01
  6.96655294e+01  -1.14834410e-01
  7.03656796e+01  -1.13691789e-01
  7.10728665e+01  -1.12560537e-01
  7.17871606e+01  -1.11440541e-01
  7.25086336e+01  -1.10331689e-01
  7.32373575e+01  -1.09233870e-01
  7.39734052e+01  -1.08146975e-01
  7.47168502e+01  -1.07070895e-01
  7.54677671e+01  -1.06005521e-01
  7.62262307e+01  -1.04950749e-01
  7.69923171e+01  -1.03906471e-01
  7.77661027e+01  -1.02872585e-01
  7.85476651e+01  -1.01848985e-01
  7.93370822e+01  -1.00835571e-01
  8.01344332e+01  -9.98322405e-02
  8.09397976e+01  -9.88388931e-02
  8.17532561e+01  -9.78554296e-02
  8.25748900e+01  -9.68817519e-02
  8.34047814e+01  -9.59177623e-02
  8.42430134e+01  -9.49633646e-02
  8.50896698e+01  -9.40184634e-02
  8.59448352e+01  -9.30829640e-02
  8.68085951e+01  -9.21567731e-02
  8.76810360e+01  -9.12397978e-02
  8.85622451e+01  -9.03319467e-02
  8.94523104e+01  -8.94331288e-02
  9.03513211e+01  -8.85432543e-02
  9.12593670e+01  -8.76622342e-02
  9.21765389e+01  -8.67899804e-02
  9.31029285e+01  -8.59264057e-02
  9.40386285e+01  -8.50714236e-02
  9.49837324e+01  -8.42249488e-02
